wojewodztwo;powiat_miasto;liczba_szczepien_ogolnie;liczba_szczepien_dziennie;dawka_2_ogolem;dawka_2_dziennie;teryt
dolnośląskie;bolesławiecki;72057;133;32633;60;t0201
dolnośląskie;dzierżoniowski;67219;137;31653;19;t0202
dolnośląskie;głogowski;63527;105;28954;62;t0203
dolnośląskie;górowski;26549;41;12053;0;t0204
dolnośląskie;jaworski;38686;81;17546;60;t0205
dolnośląskie;jeleniogórski;50560;77;23564;13;t0206
dolnośląskie;kamiennogórski;31080;21;14668;10;t0207
dolnośląskie;kłodzki;126837;250;59603;165;t0208
dolnośląskie;legnicki;43735;15;19525;4;t0209
dolnośląskie;lubański;29576;81;12534;39;t0210
dolnośląskie;lubiński;123497;89;59196;44;t0211
dolnośląskie;lwówecki;41169;131;19111;76;t0212
dolnośląskie;milicki;33922;77;16012;54;t0213
dolnośląskie;oleśnicki;95769;154;43570;109;t0214
dolnośląskie;oławski;45033;43;21521;7;t0215
dolnośląskie;polkowicki;41225;43;18075;18;t0216
dolnośląskie;strzeliński;36674;63;17195;26;t0217
dolnośląskie;średzki;21678;36;10290;24;t0218
dolnośląskie;świdnicki;99976;275;46162;206;t0219
dolnośląskie;trzebnicki;58856;116;28256;78;t0220
dolnośląskie;wałbrzyski;31109;51;14819;44;t0221
dolnośląskie;wołowski;41830;72;18679;41;t0222
dolnośląskie;wrocławski;102235;220;48753;155;t0223
dolnośląskie;ząbkowicki;54588;139;25705;68;t0224
dolnośląskie;zgorzelecki;58293;160;26541;99;t0225
dolnośląskie;złotoryjski;34216;35;15396;22;t0226
dolnośląskie;Jelenia Góra;88854;198;42789;135;t0261
dolnośląskie;Legnica;88674;206;41886;121;t0262
dolnośląskie;Wrocław;1040986;880;490392;402;t0264
dolnośląskie;Wałbrzych;209362;378;98045;173;t0265
kujawsko-pomorskie;aleksandrowski;131757;41;62740;22;t0401
kujawsko-pomorskie;brodnicki;71120;293;33351;173;t0402
kujawsko-pomorskie;bydgoski;76281;114;36133;83;t0403
kujawsko-pomorskie;chełmiński;41368;58;19369;34;t0404
kujawsko-pomorskie;golubsko-dobrzyński;35146;27;16350;27;t0405
kujawsko-pomorskie;grudziądzki;25877;41;11694;34;t0406
kujawsko-pomorskie;inowrocławski;103704;128;49299;100;t0407
kujawsko-pomorskie;lipnowski;52523;79;24062;9;t0408
kujawsko-pomorskie;mogileński;31653;118;14893;58;t0409
kujawsko-pomorskie;nakielski;83134;84;37506;62;t0410
kujawsko-pomorskie;radziejowski;44155;60;20625;36;t0411
kujawsko-pomorskie;rypiński;35140;260;16420;224;t0412
kujawsko-pomorskie;sępoleński;48229;205;22336;149;t0413
kujawsko-pomorskie;świecki;77165;321;35451;253;t0414
kujawsko-pomorskie;toruński;71131;109;31092;48;t0415
kujawsko-pomorskie;tucholski;38839;56;17744;16;t0416
kujawsko-pomorskie;wąbrzeski;27584;81;12569;27;t0417
kujawsko-pomorskie;włocławski;64239;109;30617;68;t0418
kujawsko-pomorskie;żniński;52221;17;24656;12;t0419
kujawsko-pomorskie;Bydgoszcz;429513;600;201758;291;t0461
kujawsko-pomorskie;Grudziądz;122565;389;56773;176;t0462
kujawsko-pomorskie;Toruń;190311;350;88493;227;t0463
kujawsko-pomorskie;Włocławek;93023;156;42308;62;t0464
lubelskie;bialski;61012;233;27960;124;t0601
lubelskie;biłgorajski;53344;64;25333;35;t0602
lubelskie;chełmski;35806;27;16866;1;t0603
lubelskie;hrubieszowski;44191;142;20280;90;t0604
lubelskie;janowski;30405;76;14240;39;t0605
lubelskie;krasnostawski;40696;125;18780;65;t0606
lubelskie;kraśnicki;66001;155;31208;94;t0607
lubelskie;lubartowski;54403;78;25510;7;t0608
lubelskie;lubelski;83243;221;37965;145;t0609
lubelskie;łęczyński;39836;0;19049;0;t0610
lubelskie;łukowski;55309;186;25948;98;t0611
lubelskie;opolski;44331;125;20391;86;t0612
lubelskie;parczewski;27923;12;12942;10;t0613
lubelskie;puławski;97066;266;46313;140;t0614
lubelskie;radzyński;30537;53;14507;8;t0615
lubelskie;rycki;53048;94;25449;41;t0616
lubelskie;świdnicki;45412;119;21749;80;t0617
lubelskie;tomaszowski;55181;96;25689;55;t0618
lubelskie;włodawski;34806;36;16245;3;t0619
lubelskie;zamojski;48075;69;23299;45;t0620
lubelskie;Biała Podlaska;69267;132;32685;83;t0661
lubelskie;Chełm;62667;147;28678;68;t0662
lubelskie;Lublin;439599;635;202490;235;t0663
lubelskie;Zamość;88523;188;41672;123;t0664
lubuskie;gorzowski;28950;70;13516;17;t0801
lubuskie;krośnieński;50553;165;24045;80;t0802
lubuskie;międzyrzecki;66321;23;31012;13;t0803
lubuskie;nowosolski;90493;153;40727;67;t0804
lubuskie;słubicki;37781;99;18019;84;t0805
lubuskie;strzelecko-drezdenecki;49817;117;22558;42;t0806
lubuskie;sulęciński;30156;32;13759;10;t0807
lubuskie;świebodziński;54707;11;25404;0;t0808
lubuskie;zielonogórski;88190;179;41106;123;t0809
lubuskie;żagański;67433;125;31119;91;t0810
lubuskie;żarski;98859;188;46605;90;t0811
lubuskie;wschowski;26662;0;12699;0;t0812
