wojewodztwo;powiat_miasto;liczba_szczepien_ogolnie;liczba_szczepien_dziennie;dawka_2_ogolem;dawka_2_dziennie;teryt
woj_puste;pow_puste;25;0;0;0;t00
dolnośląskie;bolesławiecki;71324;0;32322;0;t0201
dolnośląskie;dzierżoniowski;66782;116;31470;66;t0202
dolnośląskie;głogowski;62986;39;28689;34;t0203
dolnośląskie;górowski;26379;0;11974;0;t0204
dolnośląskie;jaworski;38467;3;17432;0;t0205
dolnośląskie;jeleniogórski;50241;0;23447;0;t0206
dolnośląskie;kamiennogórski;30771;83;14431;3;t0207
dolnośląskie;kłodzki;125877;53;59178;2;t0208
dolnośląskie;legnicki;43521;17;19455;5;t0209
dolnośląskie;lubański;29421;35;12436;13;t0210
dolnośląskie;lubiński;122808;48;58862;23;t0211
dolnośląskie;lwówecki;40872;75;18941;47;t0212
dolnośląskie;milicki;33644;94;15844;70;t0213
dolnośląskie;oleśnicki;94811;200;43007;133;t0214
dolnośląskie;oławski;44739;0;21473;0;t0215
dolnośląskie;polkowicki;40859;0;17901;0;t0216
dolnośląskie;strzeliński;36456;0;17065;0;t0217
dolnośląskie;średzki;21550;0;10213;0;t0218
dolnośląskie;świdnicki;99025;266;45667;152;t0219
dolnośląskie;trzebnicki;58459;86;28014;62;t0220
dolnośląskie;wałbrzyski;30859;0;14666;0;t0221
dolnośląskie;wołowski;41541;42;18534;8;t0222
dolnośląskie;wrocławski;101732;266;48451;124;t0223
dolnośląskie;ząbkowicki;54158;72;25494;60;t0224
dolnośląskie;zgorzelecki;57811;41;26275;0;t0225
dolnośląskie;złotoryjski;34052;44;15310;15;t0226
dolnośląskie;Jelenia Góra;88306;61;42510;36;t0261
dolnośląskie;Legnica;88063;67;41565;20;t0262
dolnośląskie;Wrocław;1036288;540;488103;218;t0264
dolnośląskie;Wałbrzych;208536;96;97655;30;t0265
kujawsko-pomorskie;aleksandrowski;131508;26;62627;12;t0401
kujawsko-pomorskie;brodnicki;70386;34;32979;22;t0402
kujawsko-pomorskie;bydgoski;75877;121;35864;40;t0403
kujawsko-pomorskie;chełmiński;41103;29;19231;0;t0404
kujawsko-pomorskie;golubsko-dobrzyński;34986;0;16289;0;t0405
kujawsko-pomorskie;grudziądzki;25627;0;11575;0;t0406
kujawsko-pomorskie;inowrocławski;103305;166;49101;44;t0407
kujawsko-pomorskie;lipnowski;51855;49;23700;1;t0408
kujawsko-pomorskie;mogileński;31177;5;14637;0;t0409
kujawsko-pomorskie;nakielski;82446;146;37201;97;t0410
kujawsko-pomorskie;radziejowski;44037;88;20578;88;t0411
kujawsko-pomorskie;rypiński;34720;0;16158;0;t0412
kujawsko-pomorskie;sępoleński;47824;0;22096;0;t0413
kujawsko-pomorskie;świecki;76301;181;34889;63;t0414
kujawsko-pomorskie;toruński;70768;0;30958;0;t0415
kujawsko-pomorskie;tucholski;38693;98;17690;55;t0416
kujawsko-pomorskie;wąbrzeski;27363;0;12473;0;t0417
kujawsko-pomorskie;włocławski;63876;84;30395;46;t0418
kujawsko-pomorskie;żniński;52123;80;24630;80;t0419
kujawsko-pomorskie;Bydgoszcz;426966;669;200687;256;t0461
kujawsko-pomorskie;Grudziądz;121333;36;56256;19;t0462
kujawsko-pomorskie;Toruń;188762;449;87674;136;t0463
kujawsko-pomorskie;Włocławek;92211;145;41972;46;t0464
lubelskie;bialski;60524;0;27756;0;t0601
lubelskie;biłgorajski;53028;0;25191;0;t0602
lubelskie;chełmski;35716;0;16825;0;t0603
lubelskie;hrubieszowski;43765;12;20042;0;t0604
lubelskie;janowski;30019;21;14035;13;t0605
lubelskie;krasnostawski;40368;22;18611;12;t0606
lubelskie;kraśnicki;65459;24;30927;0;t0607
lubelskie;lubartowski;53958;162;25397;125;t0608
lubelskie;lubelski;82633;7;37647;0;t0609
lubelskie;łęczyński;39672;0;18956;0;t0610
lubelskie;łukowski;54806;142;25672;76;t0611
lubelskie;opolski;43872;0;20115;0;t0612
lubelskie;parczewski;27660;0;12786;0;t0613
lubelskie;puławski;96347;41;45892;0;t0614
lubelskie;radzyński;30270;127;14371;12;t0615
lubelskie;rycki;52717;59;25309;24;t0616
lubelskie;świdnicki;44887;45;21437;15;t0617
lubelskie;tomaszowski;54804;110;25562;83;t0618
lubelskie;włodawski;34637;0;16150;0;t0619
lubelskie;zamojski;47785;0;23151;0;t0620
lubelskie;Biała Podlaska;68601;42;32387;16;t0661
lubelskie;Chełm;62145;0;28423;0;t0662
lubelskie;Lublin;436677;222;201340;69;t0663
lubelskie;Zamość;87832;37;41311;23;t0664
lubuskie;gorzowski;28606;0;13318;0;t0801
lubuskie;krośnieński;50237;227;23923;47;t0802
lubuskie;międzyrzecki;65868;158;30797;82;t0803
