wojewodztwo;powiat_miasto;liczba_szczepien_ogolnie;liczba_szczepien_dziennie;dawka_2_ogolem;dawka_2_dziennie;teryt
woj_puste;pow_puste;25;0;0;0;t00
dolnośląskie;bolesławiecki;71067;189;32196;89;t0201
dolnośląskie;dzierżoniowski;66534;155;31311;20;t0202
dolnośląskie;głogowski;62654;281;28481;158;t0203
dolnośląskie;górowski;26224;90;11881;72;t0204
dolnośląskie;jaworski;38274;83;17328;49;t0205
dolnośląskie;jeleniogórski;50082;140;23365;64;t0206
dolnośląskie;kamiennogórski;30524;117;14325;75;t0207
dolnośląskie;kłodzki;125345;182;58932;96;t0208
dolnośląskie;legnicki;43229;63;19278;28;t0209
dolnośląskie;lubański;29095;61;12310;46;t0210
dolnośląskie;lubiński;122415;253;58647;105;t0211
dolnośląskie;lwówecki;40575;135;18813;69;t0212
dolnośląskie;milicki;33428;69;15687;60;t0213
dolnośląskie;oleśnicki;94081;335;42598;216;t0214
dolnośląskie;oławski;44551;70;21463;21;t0215
dolnośląskie;polkowicki;40709;205;17821;131;t0216
dolnośląskie;strzeliński;36266;46;16983;37;t0217
dolnośląskie;średzki;21479;60;10191;39;t0218
dolnośląskie;świdnicki;98470;134;45347;76;t0219
dolnośląskie;trzebnicki;58181;123;27851;90;t0220
dolnośląskie;wałbrzyski;30816;50;14634;31;t0221
dolnośląskie;wołowski;41435;84;18487;29;t0222
dolnośląskie;wrocławski;101000;106;48049;64;t0223
dolnośląskie;ząbkowicki;53907;77;25338;44;t0224
dolnośląskie;zgorzelecki;57353;244;26067;55;t0225
dolnośląskie;złotoryjski;33892;67;15212;22;t0226
dolnośląskie;Jelenia Góra;87786;250;42190;67;t0261
dolnośląskie;Legnica;87597;255;41302;125;t0262
dolnośląskie;Wrocław;1032606;1135;486225;594;t0264
dolnośląskie;Wałbrzych;207969;70;97438;44;t0265
kujawsko-pomorskie;aleksandrowski;131097;95;62325;68;t0401
kujawsko-pomorskie;brodnicki;69996;254;32756;163;t0402
kujawsko-pomorskie;bydgoski;75511;190;35665;118;t0403
kujawsko-pomorskie;chełmiński;40794;158;19096;78;t0404
kujawsko-pomorskie;golubsko-dobrzyński;34839;0;16202;0;t0405
kujawsko-pomorskie;grudziądzki;25384;113;11388;53;t0406
kujawsko-pomorskie;inowrocławski;102642;203;48724;78;t0407
kujawsko-pomorskie;lipnowski;51656;58;23585;20;t0408
kujawsko-pomorskie;mogileński;30995;63;14535;42;t0409
kujawsko-pomorskie;nakielski;82126;219;37071;146;t0410
kujawsko-pomorskie;radziejowski;43815;30;20424;25;t0411
kujawsko-pomorskie;rypiński;34403;197;15953;167;t0412
kujawsko-pomorskie;sępoleński;47768;36;22077;7;t0413
kujawsko-pomorskie;świecki;75791;216;34689;101;t0414
kujawsko-pomorskie;toruński;70417;79;30756;24;t0415
kujawsko-pomorskie;tucholski;38490;66;17563;63;t0416
kujawsko-pomorskie;wąbrzeski;27110;40;12363;29;t0417
kujawsko-pomorskie;włocławski;63408;164;30083;70;t0418
kujawsko-pomorskie;żniński;51882;107;24437;39;t0419
kujawsko-pomorskie;Bydgoszcz;424945;786;199734;443;t0461
kujawsko-pomorskie;Grudziądz;120663;232;55855;65;t0462
kujawsko-pomorskie;Toruń;187707;389;87218;238;t0463
kujawsko-pomorskie;Włocławek;91666;222;41718;108;t0464
lubelskie;bialski;60198;157;27553;98;t0601
lubelskie;biłgorajski;52675;91;24995;59;t0602
lubelskie;chełmski;35471;24;16728;7;t0603
lubelskie;hrubieszowski;43497;113;19928;71;t0604
lubelskie;janowski;29846;146;13931;110;t0605
lubelskie;krasnostawski;40251;84;18551;32;t0606
lubelskie;kraśnicki;65220;175;30818;69;t0607
lubelskie;lubartowski;53531;146;25180;94;t0608
lubelskie;lubelski;82251;220;37492;119;t0609
lubelskie;łęczyński;39564;93;18888;58;t0610
lubelskie;łukowski;54365;167;25392;39;t0611
lubelskie;opolski;43571;114;19946;42;t0612
lubelskie;parczewski;27620;246;12759;120;t0613
lubelskie;puławski;95879;171;45660;92;t0614
lubelskie;radzyński;30112;298;14326;85;t0615
lubelskie;rycki;52441;12;25149;6;t0616
lubelskie;świdnicki;44737;154;21360;73;t0617
lubelskie;tomaszowski;54476;184;25410;58;t0618
lubelskie;włodawski;34537;33;16085;3;t0619
lubelskie;zamojski;47527;50;23041;26;t0620
lubelskie;Biała Podlaska;68230;121;32149;56;t0661
lubelskie;Chełm;61946;277;28305;114;t0662
lubelskie;Lublin;434788;973;200514;397;t0663
lubelskie;Zamość;87351;231;40998;111;t0664
