wojewodztwo;powiat_miasto;liczba_szczepien_ogolnie;liczba_szczepien_dziennie;dawka_2_ogolem;dawka_2_dziennie;teryt
woj_puste;pow_puste;25;0;0;0;t00
dolnośląskie;bolesławiecki;70150;123;31732;31;t0201
dolnośląskie;dzierżoniowski;65981;146;31124;141;t0202
dolnośląskie;głogowski;61724;30;27974;6;t0203
dolnośląskie;górowski;25981;24;11791;24;t0204
dolnośląskie;jaworski;37966;54;17164;37;t0205
dolnośląskie;jeleniogórski;49634;60;23209;21;t0206
dolnośląskie;kamiennogórski;30162;41;14198;12;t0207
dolnośląskie;kłodzki;123962;247;58295;115;t0208
dolnośląskie;legnicki;42915;60;19163;40;t0209
dolnośląskie;lubański;28920;10;12196;0;t0210
dolnośląskie;lubiński;121594;251;58230;141;t0211
dolnośląskie;lwówecki;40161;149;18609;96;t0212
dolnośląskie;milicki;33051;54;15556;23;t0213
dolnośląskie;oleśnicki;92386;217;41660;133;t0214
dolnośląskie;oławski;44317;19;21359;0;t0215
dolnośląskie;polkowicki;40379;78;17623;34;t0216
dolnośląskie;strzeliński;36067;64;16839;7;t0217
dolnośląskie;średzki;21305;21;10091;16;t0218
dolnośląskie;świdnicki;97390;261;44814;136;t0219
dolnośląskie;trzebnicki;57712;127;27648;79;t0220
dolnośląskie;wałbrzyski;30641;65;14541;38;t0221
dolnośląskie;wołowski;41087;73;18371;22;t0222
dolnośląskie;wrocławski;100269;176;47786;96;t0223
dolnośląskie;ząbkowicki;53611;172;25212;51;t0224
dolnośląskie;zgorzelecki;56582;286;25858;232;t0225
dolnośląskie;złotoryjski;33566;151;15085;107;t0226
dolnośląskie;Jelenia Góra;86911;301;41793;156;t0261
dolnośląskie;Legnica;86777;199;40888;119;t0262
dolnośląskie;Wrocław;1025888;1000;483199;574;t0264
dolnośląskie;Wałbrzych;207090;420;96927;220;t0265
kujawsko-pomorskie;aleksandrowski;130483;129;62004;37;t0401
kujawsko-pomorskie;brodnicki;69178;139;32247;113;t0402
kujawsko-pomorskie;bydgoski;74956;174;35320;104;t0403
kujawsko-pomorskie;chełmiński;40202;93;18861;57;t0404
kujawsko-pomorskie;golubsko-dobrzyński;34688;140;16078;30;t0405
kujawsko-pomorskie;grudziądzki;25082;82;11256;47;t0406
kujawsko-pomorskie;inowrocławski;101839;90;48442;40;t0407
kujawsko-pomorskie;lipnowski;51110;91;23340;26;t0408
kujawsko-pomorskie;mogileński;30587;289;14330;165;t0409
kujawsko-pomorskie;nakielski;81090;107;36583;37;t0410
kujawsko-pomorskie;radziejowski;43623;119;20315;71;t0411
kujawsko-pomorskie;rypiński;33972;103;15684;61;t0412
kujawsko-pomorskie;sępoleński;47508;43;22001;36;t0413
kujawsko-pomorskie;świecki;74778;213;34380;48;t0414
kujawsko-pomorskie;toruński;69742;172;30483;52;t0415
kujawsko-pomorskie;tucholski;38185;67;17426;8;t0416
kujawsko-pomorskie;wąbrzeski;26654;106;12109;65;t0417
kujawsko-pomorskie;włocławski;62868;133;29814;88;t0418
kujawsko-pomorskie;żniński;51547;61;24296;4;t0419
kujawsko-pomorskie;Bydgoszcz;421645;461;198383;210;t0461
kujawsko-pomorskie;Grudziądz;119571;263;55354;84;t0462
kujawsko-pomorskie;Toruń;185712;166;86312;73;t0463
kujawsko-pomorskie;Włocławek;90759;177;41276;91;t0464
lubelskie;bialski;59664;171;27256;96;t0601
lubelskie;biłgorajski;52188;129;24698;42;t0602
lubelskie;chełmski;35278;108;16633;36;t0603
lubelskie;hrubieszowski;43071;133;19709;44;t0604
lubelskie;janowski;29438;77;13674;43;t0605
