wojewodztwo;powiat_miasto;liczba_szczepien_ogolnie;liczba_szczepien_dziennie;dawka_2_ogolem;dawka_2_dziennie;teryt
dolnośląskie;bolesławiecki;72803;76;33006;42;t0201
dolnośląskie;dzierżoniowski;68165;84;32078;73;t0202
dolnośląskie;głogowski;64424;210;29402;92;t0203
dolnośląskie;górowski;26722;19;12121;0;t0204
dolnośląskie;jaworski;39076;51;17731;28;t0205
dolnośląskie;jeleniogórski;51022;45;23740;20;t0206
dolnośląskie;kamiennogórski;31490;90;14846;32;t0207
dolnośląskie;kłodzki;128158;343;60197;182;t0208
dolnośląskie;legnicki;44080;44;19713;38;t0209
dolnośląskie;lubański;29956;40;12721;12;t0210
dolnośląskie;lubiński;124560;150;59682;57;t0211
dolnośląskie;lwówecki;41679;107;19365;62;t0212
dolnośląskie;milicki;34305;56;16225;42;t0213
dolnośląskie;oleśnicki;97708;262;44641;124;t0214
dolnośląskie;oławski;45405;0;21548;0;t0215
dolnośląskie;polkowicki;41625;70;18253;32;t0216
dolnośląskie;strzeliński;37100;42;17360;11;t0217
dolnośląskie;średzki;21899;56;10421;24;t0218
dolnośląskie;świdnicki;101396;126;46809;67;t0219
dolnośląskie;trzebnicki;59272;5;28525;0;t0220
dolnośląskie;wałbrzyski;31346;60;14945;37;t0221
dolnośląskie;wołowski;42328;28;18920;19;t0222
dolnośląskie;wrocławski;103078;119;49197;43;t0223
dolnośląskie;ząbkowicki;55332;60;26012;12;t0224
dolnośląskie;zgorzelecki;59478;187;27054;118;t0225
dolnośląskie;złotoryjski;34826;32;15634;15;t0226
dolnośląskie;Jelenia Góra;89935;203;43366;128;t0261
dolnośląskie;Legnica;89724;190;42406;89;t0262
dolnośląskie;Wrocław;1049103;985;493911;502;t0264
dolnośląskie;Wałbrzych;210541;73;98526;35;t0265
kujawsko-pomorskie;aleksandrowski;132464;118;63112;47;t0401
kujawsko-pomorskie;brodnicki;71948;74;33765;36;t0402
kujawsko-pomorskie;bydgoski;76926;113;36451;53;t0403
kujawsko-pomorskie;chełmiński;41818;99;19675;60;t0404
kujawsko-pomorskie;golubsko-dobrzyński;35698;75;16667;34;t0405
kujawsko-pomorskie;grudziądzki;26326;67;11875;20;t0406
kujawsko-pomorskie;inowrocławski;104390;123;49677;76;t0407
kujawsko-pomorskie;lipnowski;53246;28;24497;14;t0408
kujawsko-pomorskie;mogileński;32321;40;15158;30;t0409
kujawsko-pomorskie;nakielski;84295;92;37968;49;t0410
kujawsko-pomorskie;radziejowski;44511;30;20837;14;t0411
kujawsko-pomorskie;rypiński;35691;87;16794;55;t0412
kujawsko-pomorskie;sępoleński;48660;38;22534;33;t0413
kujawsko-pomorskie;świecki;78301;224;36023;98;t0414
kujawsko-pomorskie;toruński;71926;169;31512;100;t0415
kujawsko-pomorskie;tucholski;39203;41;17976;30;t0416
kujawsko-pomorskie;wąbrzeski;27957;37;12705;11;t0417
kujawsko-pomorskie;włocławski;65083;82;31062;63;t0418
kujawsko-pomorskie;żniński;52835;79;25042;11;t0419
kujawsko-pomorskie;Bydgoszcz;433712;637;203429;288;t0461
kujawsko-pomorskie;Grudziądz;123741;202;57320;85;t0462
kujawsko-pomorskie;Toruń;192808;323;89620;190;t0463
kujawsko-pomorskie;Włocławek;94120;104;42730;40;t0464
lubelskie;bialski;61648;149;28294;75;t0601
lubelskie;biłgorajski;54149;168;25811;104;t0602
lubelskie;chełmski;36203;43;17100;27;t0603
lubelskie;hrubieszowski;44817;92;20625;46;t0604
lubelskie;janowski;30916;58;14443;24;t0605
lubelskie;krasnostawski;41204;68;19034;41;t0606
lubelskie;kraśnicki;66771;99;31600;51;t0607
lubelskie;lubartowski;54933;107;25802;70;t0608
lubelskie;lubelski;84261;116;38570;75;t0609
lubelskie;łęczyński;40291;33;19324;21;t0610
lubelskie;łukowski;56263;89;26435;45;t0611
lubelskie;opolski;45068;142;20776;96;t0612
lubelskie;parczewski;28190;17;13069;16;t0613
lubelskie;puławski;97987;68;46806;24;t0614
lubelskie;radzyński;30751;23;14587;7;t0615
lubelskie;rycki;53710;115;25778;83;t0616
lubelskie;świdnicki;46071;115;22120;61;t0617
lubelskie;tomaszowski;55809;66;25916;3;t0618
lubelskie;włodawski;35015;21;16309;0;t0619
lubelskie;zamojski;48562;101;23535;46;t0620
lubelskie;Biała Podlaska;70174;136;33168;83;t0661
lubelskie;Chełm;63430;64;29058;43;t0662
lubelskie;Lublin;444052;480;204387;174;t0663
