wojewodztwo;powiat_miasto;liczba_szczepien_ogolnie;liczba_szczepien_dziennie;dawka_2_ogolem;dawka_2_dziennie;teryt
woj_puste;pow_puste;25;0;0;0;t00
dolnośląskie;bolesławiecki;69055;224;31140;102;t0201
dolnośląskie;dzierżoniowski;64911;235;30565;187;t0202
dolnośląskie;głogowski;60582;149;27457;126;t0203
dolnośląskie;górowski;25589;12;11516;11;t0204
dolnośląskie;jaworski;37331;174;16887;128;t0205
dolnośląskie;jeleniogórski;48867;219;22855;102;t0206
dolnośląskie;kamiennogórski;29582;184;13859;82;t0207
dolnośląskie;kłodzki;121838;514;57129;312;t0208
dolnośląskie;legnicki;42405;102;18903;42;t0209
dolnośląskie;lubański;28200;37;11839;10;t0210
dolnośląskie;lubiński;119916;137;57264;97;t0211
dolnośląskie;lwówecki;39315;117;18249;46;t0212
dolnośląskie;milicki;32450;141;15178;104;t0213
dolnośląskie;oleśnicki;89946;391;40522;146;t0214
dolnośląskie;oławski;44113;61;21282;24;t0215
dolnośląskie;polkowicki;39864;142;17415;105;t0216
dolnośląskie;strzeliński;35545;60;16590;16;t0217
dolnośląskie;średzki;20913;11;9888;7;t0218
dolnośląskie;świdnicki;95388;370;43988;237;t0219
dolnośląskie;trzebnicki;56701;193;27012;150;t0220
dolnośląskie;wałbrzyski;30232;117;14297;84;t0221
dolnośląskie;wołowski;40403;95;18102;31;t0222
dolnośląskie;wrocławski;98815;59;46980;46;t0223
dolnośląskie;ząbkowicki;52749;296;24848;190;t0224
dolnośląskie;zgorzelecki;55130;298;25001;160;t0225
dolnośląskie;złotoryjski;32834;121;14611;88;t0226
dolnośląskie;Jelenia Góra;85423;118;41068;45;t0261
dolnośląskie;Legnica;85416;235;40202;120;t0262
dolnośląskie;Wrocław;1015072;1664;477838;918;t0264
dolnośląskie;Wałbrzych;205104;193;96009;114;t0265
kujawsko-pomorskie;aleksandrowski;129344;212;61498;162;t0401
kujawsko-pomorskie;brodnicki;67908;387;31545;139;t0402
kujawsko-pomorskie;bydgoski;73658;276;34515;177;t0403
kujawsko-pomorskie;chełmiński;39434;188;18495;121;t0404
kujawsko-pomorskie;golubsko-dobrzyński;33938;250;15706;240;t0405
kujawsko-pomorskie;grudziądzki;24523;125;10934;86;t0406
kujawsko-pomorskie;inowrocławski;100799;316;47951;244;t0407
kujawsko-pomorskie;lipnowski;49737;69;22549;41;t0408
kujawsko-pomorskie;mogileński;29441;79;13747;38;t0409
kujawsko-pomorskie;nakielski;79479;243;35874;157;t0410
kujawsko-pomorskie;radziejowski;42809;259;19808;244;t0411
kujawsko-pomorskie;rypiński;32846;83;15106;45;t0412
kujawsko-pomorskie;sępoleński;46908;30;21823;10;t0413
kujawsko-pomorskie;świecki;72599;384;33392;248;t0414
kujawsko-pomorskie;toruński;68621;164;29938;110;t0415
kujawsko-pomorskie;tucholski;37193;256;17039;78;t0416
kujawsko-pomorskie;wąbrzeski;25907;84;11555;81;t0417
kujawsko-pomorskie;włocławski;61925;249;29284;197;t0418
kujawsko-pomorskie;żniński;50667;51;23740;31;t0419
kujawsko-pomorskie;Bydgoszcz;416025;977;195850;642;t0461
kujawsko-pomorskie;Grudziądz;117691;339;54437;123;t0462
kujawsko-pomorskie;Toruń;182212;520;84604;330;t0463
kujawsko-pomorskie;Włocławek;89205;175;40531;77;t0464
lubelskie;bialski;58522;170;26727;123;t0601
lubelskie;biłgorajski;51146;296;24265;108;t0602
lubelskie;chełmski;34792;95;16365;33;t0603
lubelskie;hrubieszowski;42044;232;19214;155;t0604
lubelskie;janowski;28820;212;13364;98;t0605
lubelskie;krasnostawski;39386;89;18236;35;t0606
lubelskie;kraśnicki;63795;257;30184;118;t0607
lubelskie;lubartowski;52154;97;24423;52;t0608
lubelskie;lubelski;79970;285;36380;151;t0609
lubelskie;łęczyński;38673;76;18458;50;t0610
lubelskie;łukowski;52403;118;24416;30;t0611
lubelskie;opolski;42126;194;19254;109;t0612
lubelskie;parczewski;26938;282;12478;141;t0613
lubelskie;puławski;93228;326;44278;235;t0614
lubelskie;radzyński;29294;157;13836;88;t0615
