wojewodztwo;powiat_miasto;liczba_szczepien_ogolnie;liczba_szczepien_dziennie;dawka_2_ogolem;dawka_2_dziennie;teryt
woj_puste;pow_puste;25;0;0;0;t00
dolnośląskie;bolesławiecki;70455;114;31933;79;t0201
dolnośląskie;dzierżoniowski;66223;24;31232;10;t0202
dolnośląskie;głogowski;62267;0;28241;0;t0203
dolnośląskie;górowski;26068;0;11793;0;t0204
dolnośląskie;jaworski;38139;29;17260;20;t0205
dolnośląskie;jeleniogórski;49896;75;23282;44;t0206
dolnośląskie;kamiennogórski;30382;35;14246;10;t0207
dolnośląskie;kłodzki;124789;266;58629;123;t0208
dolnośląskie;legnicki;43159;0;19244;0;t0209
dolnośląskie;lubański;29028;48;12263;33;t0210
dolnośląskie;lubiński;121940;105;58408;68;t0211
dolnośląskie;lwówecki;40424;32;18736;0;t0212
dolnośląskie;milicki;33293;20;15606;19;t0213
dolnośląskie;oleśnicki;93446;102;42225;68;t0214
dolnośląskie;oławski;44374;0;21363;0;t0215
dolnośląskie;polkowicki;40472;0;17668;0;t0216
dolnośląskie;strzeliński;36159;6;16897;0;t0217
dolnośląskie;średzki;21383;28;10133;16;t0218
dolnośląskie;świdnicki;98113;94;45145;15;t0219
dolnośląskie;trzebnicki;57988;60;27759;27;t0220
dolnośląskie;wałbrzyski;30716;0;14584;0;t0221
dolnośląskie;wołowski;41220;58;18417;31;t0222
dolnośląskie;wrocławski;100770;44;47939;18;t0223
dolnośląskie;ząbkowicki;53770;22;25262;9;t0224
dolnośląskie;zgorzelecki;57021;51;25951;12;t0225
dolnośląskie;złotoryjski;33781;14;15174;7;t0226
dolnośląskie;Jelenia Góra;87421;117;42076;83;t0261
dolnośląskie;Legnica;87196;57;41063;16;t0262
dolnośląskie;Wrocław;1029782;905;485017;438;t0264
dolnośląskie;Wałbrzych;207723;306;97280;142;t0265
kujawsko-pomorskie;aleksandrowski;130902;30;62222;14;t0401
kujawsko-pomorskie;brodnicki;69611;184;32515;80;t0402
kujawsko-pomorskie;bydgoski;75238;21;35515;17;t0403
kujawsko-pomorskie;chełmiński;40391;2;18927;0;t0404
kujawsko-pomorskie;golubsko-dobrzyński;34839;0;16202;0;t0405
kujawsko-pomorskie;grudziądzki;25225;52;11317;46;t0406
kujawsko-pomorskie;inowrocławski;102229;70;48605;37;t0407
kujawsko-pomorskie;lipnowski;51260;43;23414;39;t0408
kujawsko-pomorskie;mogileński;30755;8;14395;2;t0409
kujawsko-pomorskie;nakielski;81589;10;36841;0;t0410
kujawsko-pomorskie;radziejowski;43756;0;20397;0;t0411
kujawsko-pomorskie;rypiński;34164;34;15771;3;t0412
kujawsko-pomorskie;sępoleński;47684;18;22040;7;t0413
kujawsko-pomorskie;świecki;75470;41;34539;19;t0414
kujawsko-pomorskie;toruński;70290;87;30727;18;t0415
kujawsko-pomorskie;tucholski;38409;0;17492;0;t0416
kujawsko-pomorskie;wąbrzeski;26960;75;12260;55;t0417
kujawsko-pomorskie;włocławski;63176;41;29990;26;t0418
kujawsko-pomorskie;żniński;51682;23;24325;23;t0419
kujawsko-pomorskie;Bydgoszcz;423465;302;199070;91;t0461
kujawsko-pomorskie;Grudziądz;120262;184;55691;114;t0462
kujawsko-pomorskie;Toruń;187022;355;86829;183;t0463
kujawsko-pomorskie;Włocławek;91308;196;41548;100;t0464
lubelskie;bialski;59899;40;27398;19;t0601
lubelskie;biłgorajski;52469;9;24913;2;t0602
lubelskie;chełmski;35404;34;16703;22;t0603
lubelskie;hrubieszowski;43285;57;19828;34;t0604
lubelskie;janowski;29570;53;13743;46;t0605
lubelskie;krasnostawski;40120;57;18497;18;t0606
lubelskie;kraśnicki;64946;64;30688;25;t0607
lubelskie;lubartowski;53329;11;25046;2;t0608
lubelskie;lubelski;81922;114;37327;54;t0609
lubelskie;łęczyński;39459;93;18827;46;t0610
lubelskie;łukowski;54051;10;25285;0;t0611
lubelskie;opolski;43315;17;19858;1;t0612
lubelskie;parczewski;27349;5;12619;0;t0613
lubelskie;puławski;95350;108;45412;71;t0614
lubelskie;radzyński;29783;0;14211;0;t0615
lubelskie;rycki;52271;29;25059;27;t0616
lubelskie;świdnicki;44451;103;21203;56;t0617
lubelskie;tomaszowski;54184;0;25321;0;t0618
lubelskie;włodawski;34362;42;16078;18;t0619
lubelskie;zamojski;47391;40;22956;19;t0620
lubelskie;Biała Podlaska;67943;133;32011;77;t0661
lubelskie;Chełm;61620;43;28157;1;t0662
lubelskie;Lublin;432836;744;199820;333;t0663
lubelskie;Zamość;86995;85;40860;18;t0664
lubuskie;gorzowski;28447;5;13228;0;t0801
lubuskie;krośnieński;49704;13;23722;11;t0802
lubuskie;międzyrzecki;65459;79;30592;35;t0803
lubuskie;nowosolski;88838;188;40046;86;t0804
lubuskie;słubicki;37041;106;17571;73;t0805
lubuskie;strzelecko-drezdenecki;48781;43;22249;26;t0806
lubuskie;sulęciński;29519;53;13499;21;t0807
lubuskie;świebodziński;54261;15;25208;1;t0808
lubuskie;zielonogórski;86599;50;40275;5;t0809
lubuskie;żagański;66019;0;30579;0;t0810
lubuskie;żarski;97535;77;46081;1;t0811
lubuskie;wschowski;25903;40;12374;4;t0812
lubuskie;Gorzów Wielkopolski;144761;334;67363;127;t0861
lubuskie;Zielona Góra;147544;33;70374;9;t0862
